ID_String,Text,News_Org,SA
1071914819748577281,@realDonaldTrump @TheRickWilson @CNN didn't your wife have some sort of program about bullying on the internet? no… https://t.co/IlZ0qOw5ie,CNN,0
1071914806146408450,@CNN Heroes at cnn! Heroes!!!,CNN,0
1071914803881492480,@HeatherChilders @TomFitton @JudicialWatch @FoxFriendsFirst @FoxNews @POTUS Why he continues filing these frivolous… https://t.co/GuX0217PmC,FoxNews,0
1071914802686160897,@HeatherChilders @TomFitton @JudicialWatch @FoxFriendsFirst @FoxNews @POTUS How do we get Comey in Front of a Judge… https://t.co/ZCrFHEP3BT,FoxNews,0
1071914797795442688,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/ZP4BFWmfWz",,0
1071914791311163392,"CNN has become completely unwatchable.  Even to see what the other side is saying, I will sometimes glance at the l… https://t.co/Q7mV72yhJE",,-1
1071914774798073856,@minjoonist @monoarmy @BBCWorld @CNN im sorry but bbs would never #JusticeForUyghur,CNN,-1
1071914774424903680,"@realDonaldTrump @TheRickWilson @CNN Igneous, metamorphic, or sedimentary? Go ahead donnie, google it.",CNN,0
1071914767667916802,"@thomesinc @lilbulli1031 I don’t deal with companies that don’t support the President, Flag, 1 &amp; 2 Amendment of the… https://t.co/1mQy7Qrudm",,0
1071914764908015617,@AlbanianRoots @brooklynpaper @FoxNews @News12BK @bkreporter @bklyner @BklynEagle @brooklyn_news @Brooklyn_Events… https://t.co/BElExMufIz,FoxNews,0
1071914759916707840,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/FWEk1ONE5i",,0
1071914743290580993,@CNN Accuracy of media “predictions” hasn’t been so good lately.,CNN,1
1071914736617431041,@FoxNews,FoxNews,0
1071914734935527424,"@davidaxelrod @RahmEmanuel @CNN No, he wasn't a better politician than Hillary. He was funded and supported by Russia.",CNN,1
1071914733756833793,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/svY70EYnGQ",,0
1071914712722563072,"@NikolaTeslafoun @CNN https://t.co/uv71zGiowQ Install Nikola Tesla's Patents, the #free #Android #app! Don't wait f… https://t.co/SS87hsDMrU",CNN,1
1071914705243926528,@RobbyDuncan3 @FoxNews @marvin_hill123 @robinrome @USCCB @Pontifex @Franklin_Graham @JerryFalwellJr @JoelOsteen… https://t.co/ljRkiSDBub,FoxNews,0
1071914704941985792,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/eMAL1zmzZW",,0
1071914681990856704,@MundyCharles @electricsoul123 @CNN @CNNOpinion Very smart. As a black women I’m glad he didn’t apologize. We are a… https://t.co/zoFcJUtDH7,CNN,1
1071914674000670720,What's this all about??? @BreitbartNews @worldnetdaily @gatewaypundit @zerohedge @CRTV @theblaze @TheDailyCaller… https://t.co/hs3KIx4Jsp,,0
1071914673635815425,"@LLESGMOMMA @Deborah53246929 @FoxNews If you listen to all the news, in your own words, what did Trump do?  And how… https://t.co/8Gg5hxpScA",FoxNews,1
1071914660037709824,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/KIgXUSKoZJ",,0
1071914640924393472,So @FoxNews will be doing a Ted Kennedy/Chappaquiddick “scandal” segment at 8... these phuckers are desperate.,FoxNews,-1
1071914628660236295,@QatVip5656 @WajdWaqfi @Saif_Bin_Majid @FoxNews الجيش السعودي الان مرابط في الحديدة وعدن و مارب وحضرموت و المهرة و تعز,FoxNews,0
1071914626294534144,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/z4EXpvYxYf",,0
1071914621014040576,@JackPosobiec In case you didn't know @NBC @ABC @CNN and @CBS..This is you.,CNN,0
1071914618191269888,@davidaxelrod @RahmEmanuel @CNN Rahm is getting stunted in his thought processes as he ages. Where's he heading to?,CNN,0
1071914618132533248,@scorp3700 @LindseyGrahamSC @MariaBartiromo @FoxNews @SundayFutures 😂😂😂😂,FoxNews,0
1071914607575363585,@TomFitton @JudicialWatch @realDonaldTrump @JudgeJeanine @FoxNews #superstupid,FoxNews,0
1071914605369352194,"@realDonaldTrump @TheRickWilson @CNN Ooh, can we make that a standard for presidents too? 'Cause I don't believe one word of your IQ brags.",CNN,0
1071914602575720448,@CNN https://t.co/WoZJrXajbL,CNN,0
1071914599992123392,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/ZIwbNvjsxJ",,0
1071914592165605382,"@CNN This is a national treasure, not a criminal.",CNN,1
1071914578060013568,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/4n4Pbm38O4",,0
1071914565091377153,"Can you say KENYA 🇰🇪 
@CNN @CNBC @CBS @HuffPost @USATODAY @politico @DailyBeast_ @NBCNews @ABC @MSNBC @thehill… https://t.co/BCPokhS6Tb",CNN,0
1071914563174625282,@cnn @msnbc @maddow @CNNPolitics @ABCPolitics @ABC @CBSNews @NBCNews @CBSTweet @CBS @nbc @cnnbrk @TamronMSNBC… https://t.co/1yraJRdJh7,CNN,0
1071914542567845888,"@Kmadry1234Karen @CNN Finally, if Russia is ""nothing"", why all the lies (to Congress) and the public by pretty much… https://t.co/xAfWfEUs5L",CNN,1
1071914529951346688,"@RitaPanahi @FoxNews ""If a product [Twitter] is free, it's not the product, you are. """,FoxNews,1
1071914523043483648,@minjoonist @BBCWorld @CNN #JusticeforUyghur @CNN @BBCWorld,CNN,0
1071914520375787520,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/1MCQ7GYtkE",,0
1071914509462372352,"@WajdWaqfi @CNN ""امام الحرمين الشريفين"" لما أشوفها مطبوعه على المصحف أقوم بشطبها ، وادعو بان يهلك نسلهم ويشرد بهم",CNN,0
1071914507335802880,😂😂😂😂😂😂@cnn @msnbc @maddow @CNNPolitics @ABCPolitics @ABC @CBSNews @NBCNews @CBSTweet @CBS @nbc @cnnbrk @TamronMSNBC… https://t.co/mm6BD0krrm,CNN,0
1071914505695711232,"@travis_butler10 @realDonaldTrump Now there's some fake news maybe from fox

Donald J. Trump
@realDonaldTrump
Wow,… https://t.co/QFlQ7BjAOt",,-1
1071914490831212549,@CNN What? No @realDonaldTrump?,CNN,0
1071914481482108929,@iwrotesham @CNN @AnnCoulter please tell me this is somehow fake,CNN,-1
1071914476969123840,@CNN @CNNOpinion And carried LIVE by FAKE  NEWS from all over the world.,CNN,-1
1071914471315120128,@2yBNKIEnVMsvCjL @WajdWaqfi @CNN الا تستحي ؟,CNN,0
1071914469574483968,@WajdWaqfi @CNN {ولا تحسبن الله غافلا عما يعمل الظالمون إنما يؤخرهم ليوم تشخص فيه الأبصار}.              {مهطعين مق… https://t.co/IQF6SBXwdv,CNN,0
1071914459856363526,"What will Trump say when the audio of Khashoggi screaming as he is dismembers surfaces, as it inevitably will?  'I… https://t.co/3BB0E7hpbY",,0
1071914458925228033,@CNN @andersoncooper @KellyRipa I cry for the evil the rulers of Africa are perpetrating on the citizens. And the w… https://t.co/PkNxrtygGV,CNN,-1
1071914458505797632,"'I can't breathe.' Jamal Khashoggi's last words disclosed in transcript, source says @CNN https://t.co/xcjosGeseU",CNN,0
1071914444735868933,@CNN Mostly conservatives? https://t.co/V3228yNbtE,CNN,1
1071914441623683073,"Climate change will shrink US economy and kill thousands, government report warns @CNN https://t.co/PP48YjdcOq",CNN,0
1071914436611305472,"@GosneyCory @kaehvogel @marknutter @bedfordd @AndrewCMcCarthy @FoxNews @POTUS @foxandfriends ""Whataboutism (aka wha… https://t.co/MHGGNweKo9",FoxNews,0
1071914432480059393,@GregGutfeldShow @johnrich @jimmyfailla @KatTimpf @PlanetTyrus @FoxNews Great episode. The boots gift was really cool.,FoxNews,1
1071914424913530881,@LindseyGrahamSC @MariaBartiromo @FoxNews @SundayFutures Why? It's just propaganda (LIES).,FoxNews,-1
1071914421956550657,@CNN Shares of Twitter tumble 6 percent after Fox News refuses to tweet over treatment of Tucker Carlson https://t.co/L3kb2gkZZ2,CNN,0
1071914413043712001,@MundyCharles @electricsoul123 @CNN @CNNOpinion Lol so this is about your dislike for him period. It’s all about 20… https://t.co/e5ov4VNt7e,CNN,1
1071914394504912899,@JackPaulMiller @sassvox @marc_paquet @RaymondArroyo @IngrahamAngle @FoxNews @maddow @seanhannity @BarackObama… https://t.co/DqCPAyTuMU,FoxNews,0
1071914392730648576,"Australian researchers develop 10-minute cancer test @CNN https://t.co/MMd1OTgozV
BUT! please note that it's based… https://t.co/BeNt9jfdWg",CNN,0
1071914370001723398,@Amy_Siskind @cnn @SenRandPauI Absolutely. DOJ/Intel Must Probe Rand Paul! Hypocritical Christian Republicans!,,1
1071914364423168001,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/ZPBDzEgyyL",,0
1071914362661756928,"@Jali_Cat @Anncostanza1 @TheLeadCNN @ShimonPro @CNN @jaketapper ""Influence Election""?
Everything a politician does… https://t.co/uO6FVButgg",CNN,0
1071914357368475648,@SchneidDiane @oldivory I don't know? The only thing that comes immediately to mind is that he has something on the… https://t.co/PpD8wnqNzc,,0
1071914355996966912,"'I can't breathe.' Jamal Khashoggi's last words disclosed in transcript, source says @CNN https://t.co/Lz4sMPriXo",CNN,0
1071914351316099076,@LAmourdeLoin @Ebonyteach @CNN I asked a question about whether the poster thinks we have given children the right… https://t.co/XFBCJo8ojE,CNN,1
1071914340343865344,"@jiyu_waiwai @davidaxelrod @RahmEmanuel @CNN Agreed. But that these failed pols are still listened to, in any capac… https://t.co/ohMnSBwimg",CNN,-1
1071914337294417921,@RobbyDuncan3 @FoxNews @marvin_hill123 @robinrome @USCCB @Pontifex @Franklin_Graham @JerryFalwellJr @JoelOsteen… https://t.co/MiuqcwiJXU,FoxNews,0
1071914336573116418,@GreggJarrett What the phuq do you know? SD and pathetic hack journalist from @FoxNews 😂😂😂😂😂😂,FoxNews,-1
1071914336342310912,@TomFitton @JudicialWatch @realDonaldTrump @JudgeJeanine @FoxNews ROFLMAO! #TrumpCrimeFamily,FoxNews,0
1071914322429952001,@CNN Thank the Lord it's not Don Lemon.,CNN,0
1071914320743677954,@HayHayMike67 @Crystal81046451 @CNN @FareedZakaria I forgot. I already dod this for you earlier Bot. nice one getti… https://t.co/sJRW1mFBnf,CNN,1
1071914317123997696,@tribelaw And those lost souls who can’t see what is wrong with spying for Putin like @RandPaul who try to cloud th… https://t.co/U6XWb4RjXH,,-1
1071914308504711169,@CNN These comments are disgusting. Reverse the genders and you wouldn't get this reaction. Adults shouldn't be sen… https://t.co/iYUXnJVqOE,CNN,-1
1071914305044406272,@RobbyDuncan3 @FoxNews @marvin_hill123 @robinrome @USCCB @Pontifex @Franklin_Graham @JerryFalwellJr @JoelOsteen… https://t.co/lNvlRUkqCw,FoxNews,0
1071914302989316096,@wmd404 @SamDono10307721 @williamlegate @MollyJongFast @TomFitton @JudicialWatch @realDonaldTrump @JudgeJeanine… https://t.co/8QLK19FlWz,,0
1071914274321195008,Despite having more than 18 million followers &amp; a new streaming service to promote @FoxNews hasn’t tweeted for more… https://t.co/YfXd9g1Ac0,FoxNews,1
1071914272370888705,@realDonaldTrump @TheRickWilson @CNN My parents raised me not to say anything bad about the mentally ill so I'll sa… https://t.co/jZGI8wDJvu,CNN,-1
1071914270550450176,"@TG_81 @dieCG @MiteiRober @CNN Um. Huh. Not to butt in, but where exactly did you ask nicely? All I’m seeing is tha… https://t.co/H6zCdlEwn4",CNN,1
1071914269602603008,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/TqDzkR1PAM",,0
1071914265538383875,@CNN  The Art of a Deal ... https://t.co/xMBKu7BxYN,CNN,0
1071914263877480448,@midclassmoderat @MikeRegan2112 @RadioFreeTom @RobotInteriors Sad how easily manipulated some ppl are too ya know?… https://t.co/abFccVnRQT,,-1
1071914255941857281,@realDonaldTrump @TheRickWilson @CNN How about an I.Q test for candidates to the presidency?,CNN,0
1071914249398685696,So is @ArthelNeville she brings up folk story of @realDonaldTrump paying @StormyDaniels which nobody cares about.… https://t.co/P00cSwwEme,,0
1071914246148116482,@vwmike2001 @CNN Destined to sell her soul to some label that'll make her act like a fool for some image before she… https://t.co/LmXx8QjzgF,CNN,0
1071914233200181248,@IAmSewHappy @MeetThePress @RandPaul @chucktodd The free press is failing America. @CBSNews @NBCNews @ABC @CNN… https://t.co/7Fj7jDzd2r,CNN,1
1071914228108406784,"@CNN You know who's a hero? @marclamonthill but you fired him for speaking against apartheid, you apartheid-supporters.",CNN,0
1071914225088385024,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/qxo5OUFsaO",,0
1071914212853735429,@realDonaldTrump @TheRickWilson @CNN 😂 literally the first time EVER I have liked a Trump tweet. 😂😂 @TheRickWilson  😂😂😂,CNN,1
1071914205782175746,@EdKrassen We can only hope. @CNN @FoxNews #ImpeachTrumpNow,,0
1071914195438985216,@JIMlNSTOPLIP @UNChicago @UNICEF @UNICEFUSA #JusticeforUyghur @cnnbrk  @BBCBreaking @BBCWorld @CNN @FoxNews… https://t.co/8rQB43eKvW,,0
1071914190497955841,"@NBCNews @ABC @CBSNews  @MSNBC, and @CNN and The Liberal Democratic Socialist Communist Party are in the pocets of… https://t.co/Wo2OV6EIHk",CNN,0
1071914177571274753,@JIMlNSTOPLIP @UNICEF @BBCBreaking @BBC @CNN @cnni @AlJazeera @UN @FRANCE24 @France24_en @guardian,CNN,0
1071914177164402688,@WartHogBlues @willsimm7 @CNN https://t.co/UFArmPAMIN,CNN,0
1071914175947976704,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/HeNTf9ViCl",,0
1071914158621245440,@WajdWaqfi @CNN المهم ان يلقى اولاد الكلب عقابهم... من الاسفل للأعلى...,CNN,0
1071914151713345536,"Wilfred DeFour, 100-year-old Tuskegee Airman, dies @CNN https://t.co/4zZZfM9jV5",CNN,1
1071914142317993985,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/MHOD25IHkK",,0
1071914119358492672,@davidaxelrod @RahmEmanuel @CNN If @RahmEmanuel defines a “good politician” as someone who trades in bigotry &amp; fome… https://t.co/zSRbE1vKVo,CNN,1
1071914115218767872,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/cmuoZcMQ2A",,0
1071914107568300032,"@CNN This is like making the executive of a tobacco company the head of
U.S. Department of Health &amp; Human Services,… https://t.co/ktexrvS5yn",CNN,0
1071914098806403073,@CNN @andersoncooper @KellyRipa Think your ratings will put do SpongeBob?....I don’t,CNN,0
1071914088673013760,"@cnn @msnbc @HuffPost 
Good question jack. Guessing we won't get a response from these outlets, doesn't fit their n… https://t.co/tp3fN16jpi",,1
1071914082947584000,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/TdLIgtGVEs",,0
1071914076912132106,@davidaxelrod @RahmEmanuel @CNN #GoFckUrself,CNN,0
1071914074319900672,@RobbyDuncan3 @FoxNews @marvin_hill123 @robinrome @USCCB @Pontifex @Franklin_Graham @JerryFalwellJr @JoelOsteen… https://t.co/u4xnDH3D0y,FoxNews,0
1071914051507081216,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/n7prhhQ97w",,0
1071914046734172160,@CNN does it have a 90s theme?,CNN,0
1071914022046392320,@jcdavid @CNN @realDonaldTrump @RepAdamSchiff @SenateDems @SenateGOP I don't believe a word of it.,CNN,0
1071914020993564672,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/TdkTp3Uqdp",,0
1071914020528103425,@MarkTMcLachlan @CNN So..... they’re stating facts here? People like you are the one he is calling ”fuel to racism” https://t.co/Hp6SOUjs1e,CNN,0
1071914016035999744,"🦅STOP #FakeNews #Propaganda #Indoctrination Techniques 🦅
🦅 We Are For Truth &amp; Accurate News &amp; Information 🦅

@POTUS… https://t.co/vugrgWyXKp",,1
1071913995026788353,@RadioFreeTom Santorum on...@CNN off....,CNN,0
1071913992619212800,@DanBidondi @davidhogg111 @KyleKashuv @CNN @FoxNews Diaper Charlie and AltRight Candace will be there to feed him his wrong information.,,-1
1071913991994204160,@CNN Fantastic....I Salute to the Heroes....🙏🙏,CNN,1
1071913988647088128,"Jared and Donalds first confirmed journalist hit. 
'I can't breathe.' Jamal Khashoggi's last words disclosed in tra… https://t.co/wWFWD8vGTs",,1
1071913979012820992,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/V997A36W5D",,0
1071913974805991424,@WajdWaqfi @CNN لا حول ولا قوة الا بالله,CNN,0
1071913970875789312,@RobbyDuncan3 @FoxNews @marvin_hill123 @robinrome @USCCB @Pontifex @Franklin_Graham @JerryFalwellJr @JoelOsteen… https://t.co/m75I9vk6fb,FoxNews,0
1071913969835753472,Where is those media who be loud for nothing that wont save a life?Where is the media who is loud when small things… https://t.co/f3nvjaE1co,,-1
1071913964202684416,@erigi2 @ShehuSani @APCNigeria @CNN @FoxNews @AJENews @OfficialPDPNig What of Jupiternews?,,0
1071913956976021504,@dnielagaeta @cnn,,0
1071913949300428801,@iblock9 @CNN Zionist do promote evil ways of life. Regular Jews are good people. They just want to live their live… https://t.co/kARgx6Dpqb,CNN,-1
1071913946477666307,"@LindseyGrahamSC @MariaBartiromo @FoxNews @SundayFutures Not even if you paid me, #FakeNewsMedia",FoxNews,0
1071913945873682433,@CNN If Anderson Cooper has his say they will all be ---.,CNN,0
1071913942828572672,"@dbongino Great piece, DB
""Being a liberal means spending your entire miserable life searching for reasons to be of… https://t.co/nQowmKNRMD",,-1
1071913940911673344,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/XHnQtAY6o4",,0
1071913921563553792,@FAIRImmigration @FoxNews Deport all illegals immediately and stop all immigration for at least one year or more an… https://t.co/xmQ1AL43Ta,FoxNews,1
1071913918824570881,"@MickyJ96731686 @CNN tRump has made you deranged. 
It is you who will be labeled by the Medical proffesion as a TDS… https://t.co/ydOsbajV2J",CNN,0
1071913910691905536,"@chewstruth @Megan4227 @dianeraucher @Goss30Goss @CNN @RickSantorum @MSNBC Someone should rape Rick Santorum and say it was an ""Act of God"".",CNN,0
1071913898993963010,"@CNN A Source!!! Who, is it Rosemary the telephone operator?? Is Henry the Janitor?? Who is this Super Hero!!! #WWG1WGA",CNN,1
1071913863812046848,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/BcdODXoUqa",,0
1071913860205080576,@WajdWaqfi @FoxNews عيب علي اي مسلم يردد كلام الكلب الكافر اللي جيشه فتك باطفال العراقوغيرهم,FoxNews,0
1071913854362378241,@jaketapper Santorum on...@CNN off....,CNN,0
1071913854261579776,@GosneyCory @kaehvogel @marknutter @bedfordd @AndrewCMcCarthy @FoxNews @POTUS @foxandfriends Trump bilked 1000's if… https://t.co/VWBeD32d1A,FoxNews,0
1071913852399509505,@CNN Injustice.,CNN,0
1071913845801635841,@davidaxelrod @RahmEmanuel @CNN So the bigger the asshole and the louder the mouth the better the chance? I am hone… https://t.co/RRTl1XK2YU,CNN,1
1071913840626012160,"@BernieUpstateNY @davidaxelrod @RahmEmanuel @CNN Presumably he breathes air, too.  That doesn't mean breathing is b… https://t.co/nsexumsRNx",CNN,-1
1071913832795136000,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/d4QuOyMDvR",,0
1071913829406306306,@CitizenofGTA @CNN What,CNN,0
1071913827086819333,"@CNN Unless he’s gay, that has got to be one of the luckiest 15-year-olds in the US. Exactly who is the victim here… https://t.co/XTlM8IkLLX",CNN,1
1071913822653272064,@newsbusters @CNN @brianstelter Is his point that media folks are stupid and not to be trusted in positions of power?,CNN,-1
1071913810548613121,@HayHayMike67 @Crystal81046451 @CNN @FareedZakaria Ignore the truth. Ignore suffering. Refuse to be decent. Let me… https://t.co/6wmsT82BE4,CNN,1
1071913806530560006,Trump 1st wanted William Barr to be his defense lawyer ⁦@donlemon⁩ ⁦@amjoyshow⁩ ⁦@morningmika⁩ ⁦@MSNBC⁩ ⁦@maddow⁩ ⁦… https://t.co/AIkhS6n5Te,,0
1071913789216325633,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/CB6B2RqKrr",,0
1071913779024269317,"@FuturePigWorker @pms210 @CNN Well, since she was tried as an adult, I suppose the same as everyone else, adult Geo… https://t.co/iDvzMUuzu0",CNN,1
1071913734937833472,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/NQChyreIkh",,0
1071913734933749760,@realDonaldTrump When you say the Fake News Media you are actually referring to @FoxNews right?,FoxNews,-1
1071913729984552960,😂😂😂😂😂😂@cnn @msnbc @maddow @CNNPolitics @ABCPolitics @ABC @CBSNews @NBCNews @CBSTweet @CBS @nbc @cnnbrk @TamronMSNBC… https://t.co/wBS020V9Pg,CNN,0
1071913721469952001,@RobbyDuncan3 @FoxNews @marvin_hill123 @robinrome @USCCB @Pontifex @Franklin_Graham @JerryFalwellJr @JoelOsteen… https://t.co/7KY25pzRrn,FoxNews,0
1071913717732921344,@1DentalHyGenius @davidaxelrod @RahmEmanuel @CNN Great reply,CNN,1
1071913707012349955,@almass3ari @molhm0a @mujtahidd @MadawiDr @abo1fares @Saudis2018 @ali_adubisi @drhussahmm @salabdali1976… https://t.co/6pFgKkQHYn,,0
1071913705372176384,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/GMLhHeL5IJ",,0
1071913702033645568,https://t.co/RzgrxYV8cg @eBay @youtube @Facebook @cnn @BBCBreaking @google @BBCWorld @twitter @cnnbrk @nytimes… https://t.co/vBgklYEMp8,,0
1071913697973555200,"#JusticeforUyghur 

@CNN @cnni @BBCWorld @ABC @NBCNews @CBCNews @NPR @NewsHour @politico @ReutersWorld @AP https://t.co/qElBMb9GUR",CNN,0
1071913692659240960,@Statecraft_Huff @Pksoze @Speaks4Majority @AdamSerwer @CNN https://t.co/GrcQtmlUD6,CNN,0
1071913683092041729,@CNN Sounds good 👍,CNN,1
1071913673835380736,@CNN Liar in Chief at it again. Impeach already.,CNN,0
1071913670408495104,@williamlegate @MollyJongFast @TomFitton @JudicialWatch @realDonaldTrump @JudgeJeanine @FoxNews He had a right handed jack attack,FoxNews,1
1071913666851889153,@CNN @andersoncooper @KellyRipa no thank you.,CNN,0
1071913664482107392,@velvethammer @mizclaudi @FoxNews @brianstelter @nytimes @realDonaldTrump @CNN @Acosta Followers. lol🌹🌷🌺🌼🌻💐🌾🌸,,1
1071913656760328192,@WajdWaqfi @FoxNews الجيش السعودى لا يستطيع الخروج من كيس ورق؟؟!!!! ، كداب طبعاً ، الجيش السعودى يقدر يخرج من أى كيس ، شفناه كتير!!!!!,FoxNews,0
1071913650535854080,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/WIO53VQ4jB",,0
1071913648979890177,@CNN It’s going to suck,CNN,0
1071913642176733186,"'I can't breathe.' Jamal Khashoggi's last words disclosed in transcript, source says @CNN https://t.co/mfWVFE7uuh",CNN,0
1071913633288982528,@CNN He’s desperate . Ignore him.  Can’t wait for his impeachment !!  Party 🎉,CNN,-1
1071913628545146881,@GosneyCory @kaehvogel @marknutter @bedfordd @AndrewCMcCarthy @FoxNews @POTUS @foxandfriends Right Trump has had at… https://t.co/EsCPwVEWWG,FoxNews,1
1071913617111445504,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/yxW6nEtYDV",,0
1071913611789025280,@CNN https://t.co/Yumc3b1YSB,CNN,0
1071913610748796928,@CNN Is Marco about to show his hands vs #Trump's ? #ManafortPleaDeal #MuellerInvestigation,CNN,0
1071913594110005248,@CNNSotu @RepKinzinger @jaketapper @marcorubio @RepJerryNadler @ninaturner @JenGranholm @RickSantorum @CNN @cnni… https://t.co/Ndwhs7NMtw,CNN,0
1071913583519391744,@MichaelAvenatti Smart kid. Looks like Ayers watches other channels besides @FoxNews.,FoxNews,1
1071913573440339968,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/gFDtqoh1ZQ",,0
1071913568700899330,@WajdWaqfi @CNN لعنك الله يا بن سلمان يا الخنيث,CNN,0
1071913561889288192,"@realDonaldTrump @TheRickWilson @CNN i'm betting he goes ten-for-ten on the same ""iq"" test you took, donald. oh, an… https://t.co/zsRxAGFCFh",CNN,0
1071913553085509632,@CNN 3 people I could care less to watch or listen too.,CNN,-1
1071913551315591169,"@CNN Airline pilots in an emergency situation will have a list of contingency airports at which to land safely.
TM… https://t.co/xn6oUXznqJ",CNN,1
1071913540041113600,"@barreiro_evelyn @vsena007 @CNN @MSNBC When you rail against a country because they eat pets, but continue to consu… https://t.co/eJSmP2RWnf",CNN,0
1071913525923196928,@NocrapNN @cwalisc @CNN An egomaniac who makes everything about him all of a sudden isn’t involved in anything ? He… https://t.co/kL842Xg7Vl,CNN,0
1071913512203636736,@BridgetKF30 @POTUS @CNN @MSNBC @ABC @nbc @CBS @donlemon GOD BLESS BARRON!,CNN,0
1071913505119502336,@JerryFalwellJr @WattersWorld @FoxNews Your house of cards is crumbling and you will soon be revealed for the hypoc… https://t.co/NdW6STPjWw,FoxNews,0
1071913496315682827,@Stewart25809888 @CNN @andersoncooper @KellyRipa ? What does cnn heroes have to do with accurately reporting on the president?,CNN,1
1071913495447420934,@CNN @andersoncooper @KellyRipa I’m sure it’s Trump,CNN,1
1071913489525035008,@WajdWaqfi @CNN لا حول ولا قوة الا بالله,CNN,0
1071913474517798915,@CNN @JerryNadler There is no way the founding fathers would want us to retain a criminal in office for two years because he’s too busy.,CNN,-1
1071913457899978752,@DandC @TIME @cnn @BBC @washingtonpost @LePoint #parisprotests @IntlCrimCourt https://t.co/dPaY2LVNxE,,0
1071913455349784576,"@CNN @andersoncooper @KellyRipa No @kathygriffin ?

Thank you, next.",CNN,0
1071913420855734272,"@JeffFlake @LindseyGrahamSC 
@realdonaldtrump @potus @vp @cnn @cbsnews @abc @nbcnews @foxnews https://t.co/gFcWEdr3Z5",,0
1071913411984924673,@realDonaldTrump Media are harassing the President! FAKE NEWS must be STOPPED @CNN @realDonaldTrump,CNN,-1
1071913402539229184,"@Wise_Owl_Trader @realDonaldTrump I guess he thinks fox is the enemy.

Donald J. Trump
@realDonaldTrump
Wow, you ar… https://t.co/EBqqx0eF36",,1
